row_abs,keywords_llm,raw_response
130,"[""quantum mechanics"", ""hardy paradox"", ""counterfactual statements"", ""entanglement"", ""weak values""]","{""keywords"": [""quantum mechanics"", ""hardy paradox"", ""counterfactual statements"", ""entanglement"", ""weak values""]}"
131,"[""quality of service"", ""diffserv architecture"", ""feedback control"", ""traffic management"", ""network performance""]","{""keywords"": [""quality of service"", ""diffserv architecture"", ""feedback control"", ""traffic management"", ""network performance""]}"
132,"[""optical routing"", ""wavelength converter"", ""bandwidth utilization"", ""network nodes"", ""routing algorithm""]","{""keywords"": [""optical routing"", ""wavelength converter"", ""bandwidth utilization"", ""network nodes"", ""routing algorithm""]}"
133,"[""video on demand"", ""multicast service"", ""broadcast scheme"", ""service latency"", ""buffering technique""]","{""keywords"": [""video on demand"", ""multicast service"", ""broadcast scheme"", ""service latency"", ""buffering technique""]}"
134,"[""mobile database systems"", ""transactional replication"", ""conflict resolution"", ""database consistency"", ""replication schemes""]","{""keywords"": [""mobile database systems"", ""transactional replication"", ""conflict resolution"", ""database consistency"", ""replication schemes""]}"
135,"[""data extraction"", ""world wide web"", ""html pages"", ""schema guided approach"", ""xml data""]","{""keywords"": [""data extraction"", ""world wide web"", ""html pages"", ""schema guided approach"", ""xml data""]}"
136,"[""finite automata"", ""semi input memory"", ""weakly invertible"", ""error propagation"", ""state graph""]","{""keywords"": [""finite automata"", ""semi input memory"", ""weakly invertible"", ""error propagation"", ""state graph""]}"
137,"[""market games"", ""core axiomatization"", ""game theory"", ""weak symmetry"", ""nonemptiness""]","{""keywords"": [""market games"", ""core axiomatization"", ""game theory"", ""weak symmetry"", ""nonemptiness""]}"
138,"[""differential games"", ""repeated games"", ""discrete time"", ""viscosity solution"", ""dual game""]","{""keywords"": [""differential games"", ""repeated games"", ""discrete time"", ""viscosity solution"", ""dual game""]}"
139,"[""stochastic games"", ""semi algebraic theory"", ""asymptotic behavior"", ""discounted games"", ""polynomial convergence""]","{""keywords"": [""stochastic games"", ""semi algebraic theory"", ""asymptotic behavior"", ""discounted games"", ""polynomial convergence""]}"
140,"[""nash equilibrium"", ""stochastic games"", ""linear complementarity"", ""stationary strategies"", ""game theory""]","{""keywords"": [""nash equilibrium"", ""stochastic games"", ""linear complementarity"", ""stationary strategies"", ""game theory""]}"
141,"[""quantum computer"", ""computational time"", ""physical laws"", ""elementary particles"", ""fundamental interactions""]","{""keywords"": [""quantum computer"", ""computational time"", ""physical laws"", ""elementary particles"", ""fundamental interactions""]}"
142,"[""node capacitated routing"", ""ring network"", ""multicommodity flow"", ""distance inequality"", ""combinatorial algorithm""]","{""keywords"": [""node capacitated routing"", ""ring network"", ""multicommodity flow"", ""distance inequality"", ""combinatorial algorithm""]}"
143,"[""min max theorem"", ""bipartite tournament"", ""feedback vertex set"", ""cycle packing"", ""np completeness""]","{""keywords"": [""min max theorem"", ""bipartite tournament"", ""feedback vertex set"", ""cycle packing"", ""np completeness""]}"
144,"[""semidefinite programming"", ""polynomial programming"", ""lp relaxations"", ""algebraic geometry"", ""global minimization""]","{""keywords"": [""semidefinite programming"", ""polynomial programming"", ""lp relaxations"", ""algebraic geometry"", ""global minimization""]}"
145,"[""semidefinite feasibility"", ""operations research"", ""convex body"", ""cutting plane method"", ""positive semidefinite matrices""]","{""keywords"": [""semidefinite feasibility"", ""operations research"", ""convex body"", ""cutting plane method"", ""positive semidefinite matrices""]}"
146,"[""semidefinite linear complementarity"", ""monotonicity property"", ""lyapunov transformation"", ""linear transformation"", ""matrix theory""]","{""keywords"": [""semidefinite linear complementarity"", ""monotonicity property"", ""lyapunov transformation"", ""linear transformation"", ""matrix theory""]}"
147,"[""optimal control"", ""combinatorial method"", ""graph theory"", ""control problems"", ""shortest path""]","{""keywords"": [""optimal control"", ""combinatorial method"", ""graph theory"", ""control problems"", ""shortest path""]}"
148,"[""markov chains"", ""q learning"", ""risk sensitive control"", ""stochastic approximation"", ""markov decision processes""]","{""keywords"": [""markov chains"", ""q learning"", ""risk sensitive control"", ""stochastic approximation"", ""markov decision processes""]}"
149,"[""queueing systems"", ""stability analysis"", ""random walks"", ""scheduling policies"", ""undecidability results""]","{""keywords"": [""queueing systems"", ""stability analysis"", ""random walks"", ""scheduling policies"", ""undecidability results""]}"
150,"[""markov process"", ""variance reduction"", ""martingale"", ""simulation estimators"", ""numerical approximations""]","{""keywords"": [""markov process"", ""variance reduction"", ""martingale"", ""simulation estimators"", ""numerical approximations""]}"
151,"[""breast biopsy"", ""case based reasoning"", ""mammographic lesions"", ""bi rads lexicon"", ""calcification morphology""]","{""keywords"": [""breast biopsy"", ""case based reasoning"", ""mammographic lesions"", ""bi rads lexicon"", ""calcification morphology""]}"
152,"[""quantum games"", ""multi player games"", ""quantum entanglement"", ""cooperative games"", ""quantum superposition""]","{""keywords"": [""quantum games"", ""multi player games"", ""quantum entanglement"", ""cooperative games"", ""quantum superposition""]}"
153,"[""breast masses"", ""ultrasonic mammography"", ""nakagami distribution"", ""computer aided classification"", ""receiver operating characteristic""]","{""keywords"": [""breast masses"", ""ultrasonic mammography"", ""nakagami distribution"", ""computer aided classification"", ""receiver operating characteristic""]}"
154,"[""breast conserving therapy"", ""magnetic resonance imaging"", ""mammary gland structure"", ""tissue shifts"", ""breast immobilization""]","{""keywords"": [""breast conserving therapy"", ""magnetic resonance imaging"", ""mammary gland structure"", ""tissue shifts"", ""breast immobilization""]}"
155,"[""leaf verification"", ""dynamic multileaf collimation"", ""electronic portal imaging"", ""dose delivery"", ""imrt profiles""]","{""keywords"": [""leaf verification"", ""dynamic multileaf collimation"", ""electronic portal imaging"", ""dose delivery"", ""imrt profiles""]}"
156,"[""intensity modulated radiation therapy"", ""head scatter factor"", ""photon radiation"", ""multileaf collimator"", ""radiation therapy""]","{""keywords"": [""intensity modulated radiation therapy"", ""head scatter factor"", ""photon radiation"", ""multileaf collimator"", ""radiation therapy""]}"
157,"[""positron emission tomography"", ""attenuation correction"", ""image reconstruction"", ""maximum likelihood estimator"", ""activity distribution""]","{""keywords"": [""positron emission tomography"", ""attenuation correction"", ""image reconstruction"", ""maximum likelihood estimator"", ""activity distribution""]}"
158,"[""mammogram synthesis"", ""breast tissue"", ""mammographic imaging"", ""texture analysis"", ""fractal dimension""]","{""keywords"": [""mammogram synthesis"", ""breast tissue"", ""mammographic imaging"", ""texture analysis"", ""fractal dimension""]}"
159,"[""breast tissue"", ""mammogram synthesis"", ""x-ray image acquisition"", ""breast model"", ""tissue elasticity""]","{""keywords"": [""breast tissue"", ""mammogram synthesis"", ""x-ray image acquisition"", ""breast model"", ""tissue elasticity""]}"
160,"[""scintimammography"", ""tumor detection"", ""image quality"", ""angular disparity"", ""spatial resolution""]","{""keywords"": [""scintimammography"", ""tumor detection"", ""image quality"", ""angular disparity"", ""spatial resolution""]}"
161,"[""monte carlo method"", ""electron beams"", ""dose planning"", ""ion chamber"", ""energy spectra""]","{""keywords"": [""monte carlo method"", ""electron beams"", ""dose planning"", ""ion chamber"", ""energy spectra""]}"
162,"[""photon spectra"", ""electron accelerator"", ""boltzmann equation"", ""monte carlo method"", ""photon energy""]","{""keywords"": [""photon spectra"", ""electron accelerator"", ""boltzmann equation"", ""monte carlo method"", ""photon energy""]}"
163,"[""quantum deleting machine"", ""universal quantum cloning"", ""quantum machine"", ""fidelity improvement"", ""quantum mechanics""]","{""keywords"": [""quantum deleting machine"", ""universal quantum cloning"", ""quantum machine"", ""fidelity improvement"", ""quantum mechanics""]}"
164,"[""intensity modulated radiation therapy"", ""multileaf collimator"", ""head and neck neoplasms"", ""central nervous system tumors"", ""radiation dose distribution""]","{""keywords"": [""intensity modulated radiation therapy"", ""multileaf collimator"", ""head and neck neoplasms"", ""central nervous system tumors"", ""radiation dose distribution""]}"
165,"[""intensity modulated radiotherapy"", ""electronic portal imaging"", ""leaf trajectories"", ""multileaf collimator"", ""dynamic prescription""]","{""keywords"": [""intensity modulated radiotherapy"", ""electronic portal imaging"", ""leaf trajectories"", ""multileaf collimator"", ""dynamic prescription""]}"
166,"[""intensity modulated radiation therapy"", ""multi leaf collimator"", ""beam optimization"", ""radiation treatment planning"", ""deliverable dose distribution""]","{""keywords"": [""intensity modulated radiation therapy"", ""multi leaf collimator"", ""beam optimization"", ""radiation treatment planning"", ""deliverable dose distribution""]}"
167,"[""intensity modulated radiation therapy"", ""aperture optimization"", ""radiation treatment planning"", ""simulated annealing algorithm"", ""monte carlo method""]","{""keywords"": [""intensity modulated radiation therapy"", ""aperture optimization"", ""radiation treatment planning"", ""simulated annealing algorithm"", ""monte carlo method""]}"
